47.88528,-117.98865,2.627273
32.668987,-94.167457,8.083333
30.05846,-95.189751,9.879167
46.97228,-123.83173,5.204167
43.466111,-88.621111,7.666667
40.800729,-81.373008,8.120833
37.103733,-76.387017,8.3875
34.14435,-117.85036,15.5
39.21494,-84.69086,8.845833
31.323639,-89.287167,12.725
35.4884,-97.090278,6.558333
41.864426,-87.748902,8.470833
42.953336,-82.456229,11.916667
35.369214,-77.993893,18.895833
42.3631,-71.0543,14.173913
32.329111,-90.182722,10.083333
30.135556,-81.634167,3.866667
44.026312,-123.083737,4.308333
41.231167,-80.801914,0.756522
25.794222,-80.215556,7.613043
41.912862,-87.722723,6.7375
33.40404,-84.745988,3.0
33.4265,-112.11814,17.1
29.922894,-93.909018,4.391667
44.50729,-87.99344,5.5
29.670025,-95.128508,10.614286
39.80834,-83.88705,4.925
45.496641,-122.602877,4.7625
42.1617,-123.64835,3.958333
29.763889,-90.765183,5.258333
34.2431,-117.27235,9.877273
32.482083,-97.026899,4.191667
36.031831,-119.055018,7.458333
44.761,-91.143,9.5
44.104498,-115.972386,12.141667
26.724444,-80.666667,7.0
47.598863,-120.664702,1.8375
40.81976,-73.94825,1.0875
41.463071,-82.114261,2.254167
40.63307,-74.13719,8.709091
33.92086,-116.85841,14.666667
45.8639,-122.410889,2.816667
33.127711,-117.075325,14.1
36.110556,-80.226667,1.208333
38.53445,-121.7734,8.75
43.7775,-91.2269,10.75
41.401459,-91.068449,6.541667
39.12886,-84.50404,38.411111
47.494318,-111.303317,8.8625
31.513287,-82.750141,9.8
37.8712,-87.46375,12.783333
40.83606,-73.92009,1.2375
32.820061,-96.860117,3.920833
46.721932,-116.95918,4.945833
42.31411,-122.87923,6.929167
27.599444,-99.533333,9.775
33.83062,-117.93845,14.854545
48.11697,-123.464555,9.475
46.5754,-119.0021,4.629167
32.805408,-83.543521,4.0375
41.874999,-90.177574,7.125
47.316667,-116.57028,12.6625
46.318,-117.985,1.816667
28.053611,-80.628611,4.93
30.848056,-83.294444,6.208333
47.029396,-122.821548,2.8
29.51509,-98.620166,18.572727
42.876907,-78.809526,2.795833
29.30265,-103.17781,8.875
41.731111,-111.8375,3.7125
47.21355,-123.10081,4.895833
41.206321,-111.975524,8.870833
42.93056,-87.932104,11.75
39.778763,-121.591718,14.0
47.14,-122.3003,3.658333
47.23136,-117.36856,3.641667
33.331111,-87.003611,8.529167
42.452017,-73.255089,12.245833
33.386389,-86.816667,9.55
39.021881,-84.47445,14.2125
39.866834,-88.925594,6.966667
45.931389,-116.115278,8.0125
42.64225,-73.75464,1.15
41.726811,-81.242156,5.458333
40.294178,-110.009732,4.033333
44.39308,-73.8589,0.2
37.04926,-86.21487,5.4
46.99364,-120.545,2.479167
35.81066,-76.906249,7.5625
40.58027,-74.19832,1.683333
29.994444,-90.102778,9.347826
37.682512,-121.443324,7.086957
40.46542,-79.960757,2.833333
46.8153,-117.8739,11.154167
33.918067,-83.344495,1.9375
31.653074,-97.070698,8.908333
42.278067,-85.54189,9.75
35.356092,-119.041209,13.0
30.194167,-93.866944,2.720833
32.759143,-97.342334,3.883333
47.12,-118.3819,4.191667
42.325186,-71.056061,14.833333
44.310555,-84.891865,7.26087
46.139444,-122.961944,4.508333
40.1678,-122.227138,8.263158
43.016667,-87.933333,8.458333
42.139996,-87.799227,11.708333
41.644067,-83.54625,4.6875
43.6825,-114.371267,6.1875
25.471944,-80.482778,5.4
34.955566,-81.924797,9.525
40.543309,-112.299618,4.125
46.37543,-120.72932,5.029167
43.58925,-119.04872,8.004167
33.18935,-87.484217,16.276923
40.253611,-111.663056,5.279167
34.82166,-89.98783,14.533333
44.890197,-116.1065,7.4
35.041416,-78.953112,11.683333
37.780776,-87.075307,21.5
40.736389,-111.872222,3.245833
48.292141,-116.556656,6.279167
37.179125,-113.305096,4.695833
44.657014,-111.089618,2.5375
47.69978,-117.42635,2.8
39.755969,-84.198674,4.958333
48.29786,-124.62491,0.908696
42.240565,-83.599602,11.041667
42.108992,-72.590803,13.7375
48.069,-122.275,7.725
45.528501,-122.972398,3.179167
29.733726,-95.257593,10.375
28.596389,-81.3625,16.75
38.770081,-99.763424,6.431818
30.394133,-87.008033,18.5
32.175417,-96.870189,3.725
30.043573,-90.275091,4.286364
30.261667,-93.284167,10.495833
42.693,-90.698,17.833333
41.7514,-87.713488,6.141667
34.364167,-77.838611,9.8875
43.571391,-83.890721,10.958333
34.10374,-117.62914,21.0875
44.046696,-123.017704,4.4375
29.962475,-96.745875,7.120833
36.383333,-105.583333,4.145833
42.306674,-83.148754,11.333333
43.09892,-75.22506,-0.3875
38.45934,-82.64041,13.504167
45.602419,-121.203387,6.4625
41.530011,-90.587611,7.291667
42.862536,-71.380172,4.445833
38.613779,-121.368014,13.041667
35.151699,-89.850249,14.491667
29.544722,-82.296111,12.15
38.745726,-121.266312,11.478261
43.744352,-122.480487,6.0
41.512077,-90.624044,10.0
27.089194,-82.362583,5.707692
48.12919,-122.77897,4.3625
33.720192,-84.357056,7.004167
29.587741,-98.312512,17.2625
42.738618,-84.534633,10.166667
40.603943,-74.276174,6.758333
47.755,-122.2806,5.429167
29.901036,-95.326137,10.183333
40.770944,-84.0539,1.945833
42.190296,-121.731369,7.9
42.221442,-88.242207,9.995833
42.290094,-123.2321,4.725
35.687406,-81.993808,8.879167
44.418,-118.9513,7.825
32.941023,-79.657187,7.175
32.564968,-96.317687,3.391667
39.0828,-84.1441,10.333333
37.641583,-120.994622,7.4
36.332179,-119.291228,12.4
38.07657,-78.50397,4.669565
39.138773,-121.618549,8.375
25.892518,-97.49383,8.991667
27.426981,-97.298692,5.95625
42.323341,-83.068473,11.666667
43.123704,-94.693518,1.5
43.2266,-123.36479,4.1
37.55652,-77.40027,6.8625
41.095938,-80.658516,2.595238
41.18208,-74.02819,-0.316667
26.073536,-80.33845,13.2375
41.97677,-91.68766,4.875
28.704607,-100.451156,8.1375
36.922222,-94.838889,11.221739
46.818292,-123.197083,4.213043
29.767997,-95.220582,11.408333
30.261,-81.454,6.070833
30.130433,-85.731517,16.3875
33.007866,-80.965038,9.158333
42.876725,-112.460347,7.9875
37.90084,-90.42388,12.5
41.05192,-73.76366,1.204167
46.408352,-116.992533,6.383333
34.214263,-79.767347,11.01
27.785866,-82.739875,14.754167
34.19925,-118.53276,21.65
42.623225,-122.810158,5.55
41.3014,-72.902871,7.125
44.3958,-122.7305,3.833333
45.7804,-108.511542,1.495238
44.2921,-121.5555,5.820833
36.089004,-79.407821,6.61
26.602016,-81.877908,13.770833
41.492707,-112.018863,5.320833
45.652231,-118.823033,5.770833
34.518735,-86.976939,10.8
27.892222,-82.538611,14.4125
38.448833,-81.684717,26.2
32.031934,-96.399141,4.208333
41.49916,-74.00885,-0.86087
46.22873,-67.882566,6.056522
31.768291,-106.50126,10.0875
41.399167,-73.443056,7.791667
48.544722,-117.903611,17.066667
43.100838,-89.357298,14.708333
38.525945,-90.0391,3.9
47.1303,-119.2737,3.766667
41.821342,-73.297257,5.26087
34.30008,-83.81217,7.666667
42.501543,-92.316017,6.666667
36.032944,-78.905417,6.128571
31.6675,-106.288,9.441667
35.6075,-82.583333,10.395
42.504722,-87.8093,9.916667
34.38344,-118.5284,12.308333
39.472436,-84.394952,6.8
36.198672,-120.101096,9.434783
33.219069,-97.196284,2.645833
27.850348,-82.714465,5.5
33.499722,-86.924167,9.645833
39.915961,-80.733858,3.741667
31.796111,-106.583889,10.591667
29.94475,-89.976263,6.05
39.117219,-94.635605,29.758333
36.026,-80.342,1.708333
37.28329,-83.20932,11.1625
47.53091,-122.3208,7.3375
39.28102,-78.08157,6.633333
28.09,-82.700833,13.0
40.725454,-74.05229,9.473684
43.4351,-89.6797,13.458333
30.62695,-81.535807,7.710526
29.170278,-82.100833,12.966667
33.545278,-86.549167,9.291667
43.020075,-88.21507,8.347826
30.769941,-88.087526,18.05
41.657232,-91.503478,4.291667
35.61975,-106.07968,3.3875
40.71436,-73.99518,2.279167
46.66409,-122.96732,4.954167
43.047224,-83.670159,11.416667
46.38024,-120.33266,6.375
29.254474,-94.861289,5.945833
43.145013,-77.55728,1.754167
28.028889,-81.972222,16.254167
29.407295,-98.431251,14.133333
40.323768,-79.868062,1.166667
37.4826,-82.53532,19.9125
31.836575,-102.342037,10.545833
27.811817,-97.465703,8.95
44.1158,-123.1211,4.829167
41.995568,-83.946559,9.73913
44.30738,-88.395134,7.75
33.4124,-111.93473,15.6
29.423944,-98.580499,16.770833
43.060975,-87.913504,7.75
30.263208,-97.712883,12.345833
45.181897,-113.890285,12.0
42.605816,-72.596689,15.75
46.425416,-117.060445,4.25
45.683765,-111.056282,5.766667
39.327563,-121.668811,13.875
48.39999,-119.51896,3.1125
38.794667,-83.533988,5.320833
39.83562,-84.72049,1.509091
34.756189,-92.281296,9.566667
40.17093,-122.25556,0.916667
40.72698,-73.89313,0.686957
42.189215,-120.353969,5.179167
36.109167,-79.801111,10.1
40.28753,-74.80777,7.608333
38.77335,-77.10468,7.833333
43.58031,-116.562676,10.125
39.81336,-120.47069,4.6
41.221537,-88.190967,9.872727
36.985702,-94.83931,11.545833
42.565089,-114.494717,10.652174
33.96127,-84.06901,2.758333
34.051017,-81.15495,3.85
45.339,-118.095206,7.9625
38.558228,-121.492981,9.333333
47.61311,-122.20161,4.870833
30.525367,-87.20355,19.504167
40.69454,-73.92769,0.15
33.99958,-117.41601,14.343478
36.939969,-97.345,4.666667
33.433349,-82.022217,4.533333
29.206667,-81.0525,14.9875
40.697007,-89.584737,7.095833
48.47724,-120.19057,5.325
39.761538,-121.84162,4.8
38.612034,-90.160477,10.6
30.354436,-97.760255,12.845833
35.2401,-80.785683,11.345833
45.2066,-90.5972,8.0
44.78822,-117.8446,8.175
32.090457,-81.130378,8.179167
35.253056,-81.153333,9.975
40.695078,-92.006318,4.125
40.969112,-95.044951,4.916667
39.92882,-83.80949,5.070833
37.745759,-119.603754,10.125
30.0925,-84.161111,14.817647
39.478849,-84.407675,6.729167
42.904715,-78.897961,11.108333
30.3125,-90.8125,8.054167
42.921107,-78.765825,2.470833
37.05822,-88.57251,16.116667
30.411339,-82.783484,9.985714
42.984173,-85.671339,9.833333
37.28342,-79.88452,6.291667
47.972085,-89.69098,3.434783
32.40712,-86.256367,11.75
42.298493,-72.334079,8.745833
30.178056,-82.619167,8.123077
48.115,-123.436434,5.675
45.768531,-122.7721,5.991667
45.470191,-122.816411,4.716667
35.988333,-77.582778,10.558333
38.704534,-90.139675,11.643478
39.2787,-84.36612,6.65
26.069615,-97.1622,6.091667
32.362706,-88.277954,10.529167
32.676186,-115.484144,8.6
38.5231,-78.43471,9.276471
30.848611,-85.603889,11.46
29.770698,-95.031232,9.1125
44.943114,-123.005934,4.404167
42.065106,-71.012129,14.825
43.49806,-87.81,6.166667
29.275381,-98.311692,12.429167
32.53626,-93.74891,19.1
43.660246,-70.268965,9.625
43.4647,-112.04645,7.058333
33.993749,-85.991072,-7.9
33.79236,-118.17533,13.033333
40.64182,-74.01871,1.295833
34.841567,-118.860588,5.541667
35.201592,-101.909275,9.266667
35.588726,-113.489025,7.7
32.790984,-79.958694,6.258333
33.995638,-117.493304,20.625
40.515262,-74.806671,6.033333
48.4102,-122.3376,3.22
48.366058,-124.610045,3.5
31.870253,-102.334756,9.608333
29.863957,-94.317802,3.625
34.97889,-85.30098,7.895833
45.426351,-117.296066,7.858333
33.503833,-112.095767,13.5
44.067224,-123.141352,7.529167
32.346722,-90.225667,12.558333
30.390369,-89.049778,19.7
33.67649,-117.33098,16.833333
40.341389,-111.713611,5.976923
40.82799,-73.05754,1.904167
44.5884,-123.2673,3.458333
44.61569,-123.091457,3.45
30.350302,-95.425128,19.211111
46.72447,-117.18014,41.4
33.433575,-84.161708,4.5375
43.799501,-123.053487,4.875
46.288877,-85.950227,9.5
40.81551,-73.88553,0.890909
37.59088,-77.46925,14.166667
26.22621,-98.291069,9.941667
29.686389,-95.294722,12.641667
42.99813,-78.89926,4.108333
32.521302,-84.944795,3.5375
35.750735,-94.669697,7.875
32.6056,-83.597907,5.434783
42.98844,-78.91859,2.55
35.151283,-80.866983,14.254167
38.508114,-82.659301,5.116667
39.202935,-122.017728,17.708333
34.954823,-77.960781,8.3625
41.670992,-87.732457,4.995833
35.551868,-80.395039,13.34
30.477725,-81.587339,6.433333
30.2175,-92.051389,6.745833
41.771444,-72.679923,7.0
33.739963,-81.853635,9.295833
46.696431,-68.033006,5.7125
41.823283,-90.211982,7.125
42.22862,-83.2082,10.958333
34.615367,-80.198787,10.808333
42.434139,-123.348466,4.045833
38.848382,-90.076413,7.9
43.823017,-115.838557,7.333333
26.730833,-80.233889,4.347826
29.583047,-95.015544,10.975
30.483168,-97.872301,10.229167
45.563,-88.8088,4.625
33.801667,-86.9425,9.7375
31.746775,-106.402806,11.108333
47.2656,-122.3858,5.82
39.923969,-75.122317,11.05
42.904506,-78.885208,2.555556
47.49022,-121.77278,2.5125
27.290556,-82.507222,14.275
30.429304,-90.199683,5.1875
32.656357,-97.088585,3.6375
45.64336,-122.58737,2.741667
48.36451,-120.121113,6.216667
30.439722,-84.346389,11.408333
27.172458,-80.240689,11.279167
26.27,-81.711,16.425
44.299787,-120.844773,4.429167
33.9285,-85.04534,4.508333
43.600699,-116.347853,8.816667
33.583333,-117.083333,14.75
39.42689,-84.20077,5.75
34.26054,-85.32333,14.75
40.73,-73.98446,1.0
38.06503,-84.49761,11.170833
39.338504,-120.171291,4.8
29.33279,-98.551383,16.7375
40.74316,-73.58549,1.529167
44.063916,-121.312554,5.7375
47.788908,-116.804539,7.270833
32.385731,-90.1412,7.230769
40.002734,-82.994404,3.2125
36.176326,-86.738902,14.9625
37.705612,-85.852629,14.4375
46.05881,-118.35147,2.933333
32.476781,-84.99911,14.2625
40.84955,-73.935649,2.8
47.17563,-113.476182,2.916667
46.21835,-119.204153,4.041667
41.603159,-93.643118,5.625
39.533761,-122.191903,10.416667
